"boundaryCondition","compartmentCode","constant","cyId","derivedUnits","exponent","fast","fbc_charge","fbc_chemicalFormula","fbc_lowerFluxBound","fbc_objective-obj","fbc_upperFluxBound","hasOnlySubstanceUnits","kind","label","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","sbo","scale","selected","shared name","units","unitSid","value"
,,,"meta_G_cpcF",,,,,,,,,,,"G_cpcF","meta_G_cpcF",,,,,"G_cpcF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cpcF",,,
,,,"meta_G_icfA",,,,,,,,,,,"G_icfA","meta_G_icfA",,,,,"G_icfA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","icfA",,,
,,,"meta_G_apcD",,,,,,,,,,,"G_apcD","meta_G_apcD",,,,,"G_apcD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","apcD",,,
,,,"meta_G_sll1898",,,,,,,,,,,"G_sll1898","meta_G_sll1898",,,,,"G_sll1898","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1898",,,
,,,"meta_G_psbI",,,,,,,,,,,"G_psbI","meta_G_psbI",,,,,"G_psbI","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbI",,,
,,,"meta_G_psbM",,,,,,,,,,,"G_psbM","meta_G_psbM",,,,,"G_psbM","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbM",,,
,,,"meta_G_psbL",,,,,,,,,,,"G_psbL","meta_G_psbL",,,,,"G_psbL","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbL",,,
,,,"meta_G_ctaB",,,,,,,,,,,"G_ctaB","meta_G_ctaB",,,,,"G_ctaB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ctaB",,,
,,,"meta_G_cpcA",,,,,,,,,,,"G_cpcA","meta_G_cpcA",,,,,"G_cpcA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cpcA",,,
,,,"meta_G_apcA",,,,,,,,,,,"G_apcA","meta_G_apcA",,,,,"G_apcA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","apcA",,,
,,,"meta_G_cscK",,,,,,,,,,,"G_cscK","meta_G_cscK",,,,,"G_cscK","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cscK",,,
,,,"meta_G_slr1739",,,,,,,,,,,"G_slr1739","meta_G_slr1739",,,,,"G_slr1739","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr1739",,,
,,,"meta_G_psbF",,,,,,,,,,,"G_psbF","meta_G_psbF",,,,,"G_psbF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbF",,,
,,,"meta_G_arcC",,,,,,,,,,,"G_arcC","meta_G_arcC",,,,,"G_arcC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","arcC",,,
,,,"meta_G_slr1736",,,,,,,,,,,"G_slr1736","meta_G_slr1736",,,,,"G_slr1736","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr1736",,,
,,,"meta_G_carB",,,,,,,,,,,"G_carB","meta_G_carB",,,,,"G_carB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","carB",,,
,,,"meta_G_mmsB",,,,,,,,,,,"G_mmsB","meta_G_mmsB",,,,,"G_mmsB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","mmsB",,,
,,,"meta_G_ycf32",,,,,,,,,,,"G_ycf32","meta_G_ycf32",,,,,"G_ycf32","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ycf32",,,
,,,"meta_G_psbD",,,,,,,,,,,"G_psbD","meta_G_psbD",,,,,"G_psbD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbD",,,
,,,"meta_G_carA",,,,,,,,,,,"G_carA","meta_G_carA",,,,,"G_carA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","carA",,,
,,,"meta_G_psbH",,,,,,,,,,,"G_psbH","meta_G_psbH",,,,,"G_psbH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbH",,,
,,,"meta_G_psbN",,,,,,,,,,,"G_psbN","meta_G_psbN",,,,,"G_psbN","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbN",,,
,,,"meta_G_hisD",,,,,,,,,,,"G_hisD","meta_G_hisD",,,,,"G_hisD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisD",,,
,,,"meta_G_sll0711",,,,,,,,,,,"G_sll0711","meta_G_sll0711",,,,,"G_sll0711","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll0711",,,
,,,"meta_G_ssr2016",,,,,,,,,,,"G_ssr2016","meta_G_ssr2016",,,,,"G_ssr2016","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ssr2016",,,
,,,"meta_G_hisS",,,,,,,,,,,"G_hisS","meta_G_hisS",,,,,"G_hisS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisS",,,
,,,"meta_G_sll1418",,,,,,,,,,,"G_sll1418","meta_G_sll1418",,,,,"G_sll1418","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1418",,,
,,,"meta_G_psbX",,,,,,,,,,,"G_psbX","meta_G_psbX",,,,,"G_psbX","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbX",,,
,,,"meta_G_aroH",,,,,,,,,,,"G_aroH","meta_G_aroH",,,,,"G_aroH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","aroH",,,
,,,"meta_G_psbK",,,,,,,,,,,"G_psbK","meta_G_psbK",,,,,"G_psbK","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbK",,,
,,,"meta_G_hemC",,,,,,,,,,,"G_hemC","meta_G_hemC",,,,,"G_hemC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hemC",,,
,,,"meta_G_aroC",,,,,,,,,,,"G_aroC","meta_G_aroC",,,,,"G_aroC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","aroC",,,
,,,"meta_G_psbA2",,,,,,,,,,,"G_psbA2","meta_G_psbA2",,,,,"G_psbA2","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbA2",,,
,,,"meta_G_chlG",,,,,,,,,,,"G_chlG","meta_G_chlG",,,,,"G_chlG","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","chlG",,,
,,,"meta_G_psbC",,,,,,,,,,,"G_psbC","meta_G_psbC",,,,,"G_psbC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbC",,,
,,,"meta_G_ho2",,,,,,,,,,,"G_ho2","meta_G_ho2",,,,,"G_ho2","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ho2",,,
,,,"meta_G_cobN",,,,,,,,,,,"G_cobN","meta_G_cobN",,,,,"G_cobN","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cobN",,,
,,,"meta_G_ho1",,,,,,,,,,,"G_ho1","meta_G_ho1",,,,,"G_ho1","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ho1",,,
,,,"meta_G_hemF",,,,,,,,,,,"G_hemF","meta_G_hemF",,,,,"G_hemF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hemF",,,
,,,"meta_G_psb13",,,,,,,,,,,"G_psb13","meta_G_psb13",,,,,"G_psb13","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psb13",,,
,,,"meta_G_psbU",,,,,,,,,,,"G_psbU","meta_G_psbU",,,,,"G_psbU","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbU",,,
,,,"meta_G_proC",,,,,,,,,,,"G_proC","meta_G_proC",,,,,"G_proC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","proC",,,
,,,"meta_G_hemN",,,,,,,,,,,"G_hemN","meta_G_hemN",,,,,"G_hemN","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hemN",,,
,,,"meta_G_psbO",,,,,,,,,,,"G_psbO","meta_G_psbO",,,,,"G_psbO","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbO",,,
,,,"meta_G_ddh",,,,,,,,,,,"G_ddh","meta_G_ddh",,,,,"G_ddh","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ddh",,,
,,,"meta_G_gltA",,,,,,,,,,,"G_gltA","meta_G_gltA",,,,,"G_gltA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","gltA",,,
,,,"meta_G_serA",,,,,,,,,,,"G_serA","meta_G_serA",,,,,"G_serA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","serA",,,
,,,"meta_G_thrA",,,,,,,,,,,"G_thrA","meta_G_thrA",,,,,"G_thrA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","thrA",,,
,,,"meta_G_psbD2",,,,,,,,,,,"G_psbD2","meta_G_psbD2",,,,,"G_psbD2","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbD2",,,
,,,"meta_G_codA",,,,,,,,,,,"G_codA","meta_G_codA",,,,,"G_codA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","codA",,,
,,,"meta_G_psbA3",,,,,,,,,,,"G_psbA3","meta_G_psbA3",,,,,"G_psbA3","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","psbA3",,,
,,,"meta_G_pta",,,,,,,,,,,"G_pta","meta_G_pta",,,,,"G_pta","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","pta",,,
,,,"meta_G_thrB",,,,,,,,,,,"G_thrB","meta_G_thrB",,,,,"G_thrB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","thrB",,,
,,,"meta_G_hisC",,,,,,,,,,,"G_hisC","meta_G_hisC",,,,,"G_hisC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisC",,,
,,,"meta_G_pyrG",,,,,,,,,,,"G_pyrG","meta_G_pyrG",,,,,"G_pyrG","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","pyrG",,,
,,,"meta_G_ctaE",,,,,,,,,,,"G_ctaE","meta_G_ctaE",,,,,"G_ctaE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ctaE",,,
,,,"meta_G_folC",,,,,,,,,,,"G_folC","meta_G_folC",,,,,"G_folC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","folC",,,
,,,"meta_G_icd",,,,,,,,,,,"G_icd","meta_G_icd",,,,,"G_icd","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","icd",,,
,,,"meta_G_ctaD",,,,,,,,,,,"G_ctaD","meta_G_ctaD",,,,,"G_ctaD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ctaD",,,
,,,"meta_G_kdtB",,,,,,,,,,,"G_kdtB","meta_G_kdtB",,,,,"G_kdtB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","kdtB",,,
,,,"meta_G_entC",,,,,,,,,,,"G_entC","meta_G_entC",,,,,"G_entC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","entC",,,
,,,"meta_G_ctaC",,,,,,,,,,,"G_ctaC","meta_G_ctaC",,,,,"G_ctaC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ctaC",,,
,,,"meta_G_hisH",,,,,,,,,,,"G_hisH","meta_G_hisH",,,,,"G_hisH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisH",,,
,,,"meta_G_pykF",,,,,,,,,,,"G_pykF","meta_G_pykF",,,,,"G_pykF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","pykF",,,
,,,"meta_G_slr2001",,,,,,,,,,,"G_slr2001","meta_G_slr2001",,,,,"G_slr2001","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr2001",,,
,,,"meta_G_nadA",,,,,,,,,,,"G_nadA","meta_G_nadA",,,,,"G_nadA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","nadA",,,
,,,"meta_G_cbiA",,,,,,,,,,,"G_cbiA","meta_G_cbiA",,,,,"G_cbiA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cbiA",,,
,,,"meta_G_hisF",,,,,,,,,,,"G_hisF","meta_G_hisF",,,,,"G_hisF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisF",,,
,,,"meta_G_slr2002",,,,,,,,,,,"G_slr2002","meta_G_slr2002",,,,,"G_slr2002","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr2002",,,
,,,"meta_G_cobA",,,,,,,,,,,"G_cobA","meta_G_cobA",,,,,"G_cobA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cobA",,,
,,,"meta_G_hisB",,,,,,,,,,,"G_hisB","meta_G_hisB",,,,,"G_hisB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","hisB",,,
,,,"meta_G_rbcS",,,,,,,,,,,"G_rbcS","meta_G_rbcS",,,,,"G_rbcS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","rbcS",,,
,,,"meta_G_rbcL",,,,,,,,,,,"G_rbcL","meta_G_rbcL",,,,,"G_rbcL","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","rbcL",,,
,,,"meta_G_cysK",,,,,,,,,,,"G_cysK","meta_G_cysK",,,,,"G_cysK","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cysK",,,
,,,"meta_G_ribH",,,,,,,,,,,"G_ribH","meta_G_ribH",,,,,"G_ribH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ribH",,,
,,,"meta_G_cysM",,,,,,,,,,,"G_cysM","meta_G_cysM",,,,,"G_cysM","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cysM",,,
,,,"meta_G_trpC",,,,,,,,,,,"G_trpC","meta_G_trpC",,,,,"G_trpC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","trpC",,,
,,,"meta_G_ilvE",,,,,,,,,,,"G_ilvE","meta_G_ilvE",,,,,"G_ilvE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ilvE",,,
,,,"meta_G_cysS",,,,,,,,,,,"G_cysS","meta_G_cysS",,,,,"G_cysS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cysS",,,
,,,"meta_G_ileS",,,,,,,,,,,"G_ileS","meta_G_ileS",,,,,"G_ileS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ileS",,,
,,,"meta_G_ribC",,,,,,,,,,,"G_ribC","meta_G_ribC",,,,,"G_ribC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ribC",,,
,,,"meta_G_cydA",,,,,,,,,,,"G_cydA","meta_G_cydA",,,,,"G_cydA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cydA",,,
,,,"meta_G_cydB",,,,,,,,,,,"G_cydB","meta_G_cydB",,,,,"G_cydB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cydB",,,
,,,"meta_G_nrdA",,,,,,,,,,,"G_nrdA","meta_G_nrdA",,,,,"G_nrdA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","nrdA",,,
,,,"meta_G_guaB",,,,,,,,,,,"G_guaB","meta_G_guaB",,,,,"G_guaB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","guaB",,,
,,,"meta_G_panC_kcy",,,,,,,,,,,"G_panC_kcy","meta_G_panC_kcy",,,,,"G_panC_kcy","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","panC_kcy",,,
,,,"meta_G_sll1556",,,,,,,,,,,"G_sll1556","meta_G_sll1556",,,,,"G_sll1556","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1556",,,
,,,"meta_G_slr0591",,,,,,,,,,,"G_slr0591","meta_G_slr0591",,,,,"G_slr0591","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr0591",,,
,,,"meta_G_lysA",,,,,,,,,,,"G_lysA","meta_G_lysA",,,,,"G_lysA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","lysA",,,
,,,"meta_G_cfxE",,,,,,,,,,,"G_cfxE","meta_G_cfxE",,,,,"G_cfxE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cfxE",,,
,,,"meta_G_leuB",,,,,,,,,,,"G_leuB","meta_G_leuB",,,,,"G_leuB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","leuB",,,
,,,"meta_G_leuD",,,,,,,,,,,"G_leuD","meta_G_leuD",,,,,"G_leuD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","leuD",,,
,,,"meta_G_dapF",,,,,,,,,,,"G_dapF","meta_G_dapF",,,,,"G_dapF","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","dapF",,,
,,,"meta_G_cdsA",,,,,,,,,,,"G_cdsA","meta_G_cdsA",,,,,"G_cdsA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cdsA",,,
,,,"meta_G_leuC",,,,,,,,,,,"G_leuC","meta_G_leuC",,,,,"G_leuC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","leuC",,,
,,,"meta_G_leuA",,,,,,,,,,,"G_leuA","meta_G_leuA",,,,,"G_leuA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","leuA",,,
,,,"meta_G_rpiA",,,,,,,,,,,"G_rpiA","meta_G_rpiA",,,,,"G_rpiA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","rpiA",,,
,,,"meta_G_rpiB",,,,,,,,,,,"G_rpiB","meta_G_rpiB",,,,,"G_rpiB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","rpiB",,,
,,,"meta_G_met3",,,,,,,,,,,"G_met3","meta_G_met3",,,,,"G_met3","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","met3",,,
,,,"meta_G_ribA",,,,,,,,,,,"G_ribA","meta_G_ribA",,,,,"G_ribA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ribA",,,
,,,"meta_G_slr0523",,,,,,,,,,,"G_slr0523","meta_G_slr0523",,,,,"G_slr0523","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr0523",,,
,,,"meta_G_ilvC",,,,,,,,,,,"G_ilvC","meta_G_ilvC",,,,,"G_ilvC","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ilvC",,,
,,,"meta_G_sll0938",,,,,,,,,,,"G_sll0938","meta_G_sll0938",,,,,"G_sll0938","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll0938",,,
,,,"meta_G_sll1258",,,,,,,,,,,"G_sll1258","meta_G_sll1258",,,,,"G_sll1258","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1258",,,
,,,"meta_G_fabH",,,,,,,,,,,"G_fabH","meta_G_fabH",,,,,"G_fabH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","fabH",,,
,,,"meta_G_ccmA",,,,,,,,,,,"G_ccmA","meta_G_ccmA",,,,,"G_ccmA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ccmA",,,
,,,"meta_G_eda",,,,,,,,,,,"G_eda","meta_G_eda",,,,,"G_eda","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","eda",,,
,,,"meta_G_leuS",,,,,,,,,,,"G_leuS","meta_G_leuS",,,,,"G_leuS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","leuS",,,
,,,"meta_G_sll1336",,,,,,,,,,,"G_sll1336","meta_G_sll1336",,,,,"G_sll1336","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1336",,,
,,,"meta_G_desA",,,,,,,,,,,"G_desA","meta_G_desA",,,,,"G_desA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","desA",,,
,,,"meta_G_lpxB",,,,,,,,,,,"G_lpxB","meta_G_lpxB",,,,,"G_lpxB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","lpxB",,,
,,,"meta_G_desB",,,,,,,,,,,"G_desB","meta_G_desB",,,,,"G_desB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","desB",,,
,,,"meta_G_cad",,,,,,,,,,,"G_cad","meta_G_cad",,,,,"G_cad","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cad",,,
,,,"meta_G_ilvA",,,,,,,,,,,"G_ilvA","meta_G_ilvA",,,,,"G_ilvA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ilvA",,,
,,,"meta_G_desD_des6_",,,,,,,,,,,"G_desD_des6_","meta_G_desD_des6_",,,,,"G_desD_des6_","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","desD_des6_",,,
,,,"meta_G_cysE",,,,,,,,,,,"G_cysE","meta_G_cysE",,,,,"G_cysE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","cysE",,,
,,,"meta_G_desC_des9_",,,,,,,,,,,"G_desC_des9_","meta_G_desC_des9_",,,,,"G_desC_des9_","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","desC_des9_",,,
,,,"meta_G_serS",,,,,,,,,,,"G_serS","meta_G_serS",,,,,"G_serS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","serS",,,
,,,"meta_G_lysS",,,,,,,,,,,"G_lysS","meta_G_lysS",,,,,"G_lysS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","lysS",,,
,,,"meta_G_malQ",,,,,,,,,,,"G_malQ","meta_G_malQ",,,,,"G_malQ","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","malQ",,,
,,,"meta_G_slr1508",,,,,,,,,,,"G_slr1508","meta_G_slr1508",,,,,"G_slr1508","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr1508",,,
,,,"meta_G_sll1496",,,,,,,,,,,"G_sll1496","meta_G_sll1496",,,,,"G_sll1496","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1496",,,
,,,"meta_G_aroE",,,,,,,,,,,"G_aroE","meta_G_aroE",,,,,"G_aroE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","aroE",,,
,,,"meta_G_aroK",,,,,,,,,,,"G_aroK","meta_G_aroK",,,,,"G_aroK","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","aroK",,,
,,,"meta_G_ilvD",,,,,,,,,,,"G_ilvD","meta_G_ilvD",,,,,"G_ilvD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","ilvD",,,
,,,"meta_G_sll1559",,,,,,,,,,,"G_sll1559","meta_G_sll1559",,,,,"G_sll1559","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1559",,,
,,,"meta_G_sll1558",,,,,,,,,,,"G_sll1558","meta_G_sll1558",,,,,"G_sll1558","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll1558",,,
,,,"meta_G_dapB",,,,,,,,,,,"G_dapB","meta_G_dapB",,,,,"G_dapB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","dapB",,,
,,,"meta_G_dapA",,,,,,,,,,,"G_dapA","meta_G_dapA",,,,,"G_dapA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","dapA",,,
,,,"meta_G_rfbM",,,,,,,,,,,"G_rfbM","meta_G_rfbM",,,,,"G_rfbM","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","rfbM",,,
,,,"meta_G_manA",,,,,,,,,,,"G_manA","meta_G_manA",,,,,"G_manA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","manA",,,
,,,"meta_G_sqdB",,,,,,,,,,,"G_sqdB","meta_G_sqdB",,,,,"G_sqdB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sqdB",,,
,,,"meta_G_slr0384",,,,,,,,,,,"G_slr0384","meta_G_slr0384",,,,,"G_slr0384","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr0384",,,
,,,"meta_G_gabD",,,,,,,,,,,"G_gabD","meta_G_gabD",,,,,"G_gabD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","gabD",,,
,,,"meta_G_folP",,,,,,,,,,,"G_folP","meta_G_folP",,,,,"G_folP","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","folP",,,
,,,"meta_G_menE",,,,,,,,,,,"G_menE","meta_G_menE",,,,,"G_menE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","menE",,,
,,,"meta_G_slr1626",,,,,,,,,,,"G_slr1626","meta_G_slr1626",,,,,"G_slr1626","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr1626",,,
,,,"meta_G_fabD",,,,,,,,,,,"G_fabD","meta_G_fabD",,,,,"G_fabD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","fabD",,,
,,,"meta_G_pyrD",,,,,,,,,,,"G_pyrD","meta_G_pyrD",,,,,"G_pyrD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","pyrD",,,
,,,"meta_G_citH",,,,,,,,,,,"G_citH","meta_G_citH",,,,,"G_citH","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","citH",,,
,,,"meta_G_sll0409",,,,,,,,,,,"G_sll0409","meta_G_sll0409",,,,,"G_sll0409","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sll0409",,,
,,,"meta_G_trpA",,,,,,,,,,,"G_trpA","meta_G_trpA",,,,,"G_trpA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","trpA",,,
,,,"meta_G_frdA",,,,,,,,,,,"G_frdA","meta_G_frdA",,,,,"G_frdA","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","frdA",,,
,,,"meta_G_me",,,,,,,,,,,"G_me","meta_G_me",,,,,"G_me","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","me",,,
,,,"meta_G_gcpE",,,,,,,,,,,"G_gcpE","meta_G_gcpE",,,,,"G_gcpE","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","gcpE",,,
,,,"meta_G_slr1542",,,,,,,,,,,"G_slr1542","meta_G_slr1542",,,,,"G_slr1542","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr1542",,,
,,,"meta_G_trpS",,,,,,,,,,,"G_trpS","meta_G_trpS",,,,,"G_trpS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","trpS",,,
,,,"meta_G_sdhB",,,,,,,,,,,"G_sdhB","meta_G_sdhB",,,,,"G_sdhB","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","sdhB",,,
,,,"meta_G_tyrS",,,,,,,,,,,"G_tyrS","meta_G_tyrS",,,,,"G_tyrS","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","tyrS",,,
,,,"meta_G_slr0951",,,,,,,,,,,"G_slr0951","meta_G_slr0951",,,,,"G_slr0951","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","slr0951",,,
,,,"meta_G_lpxD",,,,,,,,,,,"G_lpxD","meta_G_lpxD",,,,,"G_lpxD","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","lpxD",,,
,,,"meta_G_metX",,,,,,,,,,,"G_metX","meta_G_metX",,,,,"G_metX","fbc_geneProduct","fbc_geneProduct","SBO:0000243",,"false","metX",,,
